city,city_pop,lat,lon,country,country_pop
Dongguan,8220207.0,23.021,113.752,People's Republic of China,1403500365.0
Dongying,2035338.0,37.434,118.6746,People's Republic of China,1403500365.0
Dortmund,5302179.0,51.516666666667,7.4666666666667,Germany,82800000.0
Dresden,780561.0,51.033333333333,13.733333333333,Germany,82800000.0
Dubai,5640000.0,25.263055555556,55.297222222222,United Arab Emirates,9599353.0
Dublin,1173179.0,53.35,-6.2666666666667,Republic of Ireland,4857000.0
Duisburg,11316429.0,51.435147222222,6.7626916666667,Germany,82800000.0
Durban,3442361.0,-29.883333333333,31.05,South Africa,57725600.0
Dusseldorf,1220000.0,51.233333333333,6.7833333333333,Germany,82800000.0
Edinburgh,794040.0,55.953,-3.189,,
Edmonton,1062643.0,53.533333333333,-113.5,Canada,37067011.0
Eindhoven,337487.0,51.433333333333,5.4833333333333,Netherlands,17283008.0
Essen,583084.0,51.450833333333,7.0130555555556,Germany,82800000.0
Florence,383083.0,43.783333333333,11.25,Italy,60483973.0
Fort Lauderdale,516281.0,26.133333333333,-80.15,United States,327167434.0
Fortaleza,4019213.0,-3.7183333333333,-38.542777777778,Brazil,210147125.0
Foshan,7197394.0,23.016666666667,113.11666666667,China,1403500365.0
Frankfurt,2319029.0,50.116666666667,8.6833333333333,Germany,82800000.0
Ft. Worth,7102796.0,32.75,-97.333333333333,United States,327167434.0
Fukuoka,5590378.0,33.583333333333,130.4,Japan,126440000.0
Fuzhou,7660000.0,26.0753,119.3082,China,1403500365.0
Gangneung,229869.0,37.75,128.9,South Korea,51446201.0
General Santos,594446.0,6.12,125.17,Philippines,100981437.0
Geneva,200548.0,46.2,6.15,,
Gent,,,,,
George Town,,,,,
Gibraltar,32194.0,36.131666666667,-5.3516666666667,,
Gifu,411722.0,35.423222222222,136.76077777778,Japan,126440000.0
Glasgow,1209143.0,55.860916,-4.251433,,
Gold Coast,,,,,
Goyang,1073069.0,37.65,126.8,South Korea,51446201.0
Grenoble,664832.0,45.171546,5.722387,France,67348000.0
Groningen,216655.0,53.216666666667,6.5666666666667,Netherlands,17283008.0
Guadalajara,5002466.0,20.676666666667,-103.3475,Mexico,123675325.0
Guangzhou,14498400.0,23.132,113.266,China,1403500365.0
Guatemala City,1000000.0,14.613333333333,-90.535277777778,,
Guilin,4747963.0,25.266666666667,110.28333333333,People's Republic of China,1403500365.0
Guiyang,4696800.0,26.647,106.63,China,1403500365.0
Gunsan,278505.0,35.983333333333,126.71666666667,South Korea,51446201.0
Gwangju,1477780.0,35.166666666667,126.91666666667,South Korea,51446201.0
Haarlem,204429.0,52.383333333333,4.6333333333333,Netherlands,17283008.0
Hachioji,579330.0,35.666444444444,139.316,Japan,126440000.0
Haifa,600000.0,32.816666666667,34.983333333333,Israel,8967190.0
Haikou,2250000.0,20.042777777778,110.34166666667,China,1403500365.0
Halifax,,,,,
Hamamatsu,795350.0,34.710833333333,137.7275,Japan,126440000.0
Hamburg,5107429.0,53.565277777778,10.001388888889,Germany,82800000.0
Hamilton,,,,,
Handan,9433000.0,36.6,114.48333333333,People's Republic of China,1403500365.0
Hangzhou,9468000.0,30.25,120.16666666667,China,1403500365.0
Hannover,1119032.0,52.366666666667,9.7166666666667,Germany,82800000.0
Harbin,10635971.0,45.75,126.63333333333,China,1403500365.0
Hefei,7869000.0,31.866666666667,117.28333333333,China,1403500365.0
Heze,8287693.0,,,China,1403500365.0
Hiroshima,1196274.0,34.383333333333,132.45,Japan,126440000.0
Hong Kong,7448900.0,22.3,114.2,,
Houston,2312717.0,29.762777777778,-95.383055555556,United States,327167434.0
Hsinchu,434674.0,24.816666666667,120.98333333333,Taiwan,23577271.0
Huai'an,4799889.0,33.5,119.13333333333,China,1403500365.0
Huhehaote,2866615.0,40.813,111.644,China,1403500365.0
Huizhou,4598402.0,23.112,114.416,People's Republic of China,1403500365.0
Iksan,307000.0,35.943888888889,126.95444444444,South Korea,51446201.0
Incheon,2953883.0,37.483333333333,126.63333333333,South Korea,51446201.0
Indianapolis,863002.0,39.791,-86.148,United States,327167434.0
Irvine,,,,,
Istanbul,15029231.0,41.0,28.95,Turkey,80810525.0
Iwaki,,,,,
Jacksonville,892062.0,30.336944444444,-81.661388888889,United States,327167434.0
Jakarta,10075310.0,-6.2,106.81666666667,Indonesia,261115456.0
Jeddah,3976000.0,21.543333333333,39.172777777778,,
Jeju,,,,,
Jeonju,652392.0,35.816666666667,127.15,South Korea,51446201.0
Jerusalem,1253900.0,31.783333333333,35.216666666667,,
Jiangmen,4448871.0,22.579,113.081,People's Republic of China,1403500365.0
Jiangyin,3526260.0,31.839,120.295,People's Republic of China,1403500365.0
Jiaxing,4501657.0,,,China,1403500365.0
Jilin,27462297.0,43.7,126.2,,
Jinan,6814000.0,36.666666666667,116.98333333333,China,1403500365.0
Jinhua,5361572.0,29.079,119.647,China,1403500365.0
Jining,8081905.0,,,People's Republic of China,1403500365.0
Johannesburg,7860781.0,-26.204444444444,28.045555555556,South Africa,57725600.0
Kagoshima,606624.0,31.6,130.55,Japan,126440000.0
Kanazawa,466029.0,36.561055555556,136.65641666667,Japan,126440000.0
Kansas City,2428362.0,,,United States,327167434.0
Kaohsiung,2773093.0,22.633333333333,120.26666666667,Taiwan,23577271.0
Karachi,14910352.0,24.86,67.01,Pakistan,212742631.0
Kaunas,380974.0,54.897222222222,23.886111111111,Lithuania,2795674.0
Kawagoe,,,,,
Kawasaki,,,,,
Kingston upon Hull,573300.0,53.744333333333,-0.3325,,
Kitakyushu,945061.0,33.883333333333,130.88333333333,Japan,126440000.0
Kitchener,,,,,
Kobe,1536499.0,34.69,135.19555555556,Japan,126440000.0
Kobenhavn city,1627705.0,55.676111111111,12.568333333333,Denmark,5806015.0
Kochi,2119724.0,9.97,76.28,India,1324171354.0
Kolkata,4496694.0,22.566666666667,88.366666666667,India,1324171354.0
Kuala Lumpur,7200000.0,3.1333333333333,101.68333333333,Malaysia,32049700.0
Kumamoto,737812.0,32.783333333333,130.73333333333,Japan,126440000.0
Kunming,6626000.0,25.043333333333,102.70611111111,China,1403500365.0
Kunshan,1644860.0,31.322,120.985,People's Republic of China,1403500365.0
Kyoto,1475183.0,35.011666666667,135.76833333333,Japan,126440000.0
La Paz,757184.0,-16.5,-68.15,Bolivia,11248864.0
Lagos,16060303.0,6.455027,3.384082,Nigeria,190886311.0
Lahore,11126285.0,31.549722222222,74.343611111111,Pakistan,212742631.0
Langfang,4358839.0,39.516666666667,116.7,China,1403500365.0
Lanzhou,3616163.0,36.062,103.835,China,1403500365.0
Las vegas,648224.0,36.175,-115.13638888889,,
Lasa,,,,,
Leeds,784800.0,53.799722222222,-1.5491666666667,,
Leeuwarden,108583.0,53.2,5.7833333333333,Netherlands,17283008.0
Leicester,508916.0,52.633333333333,-1.1333333333333,,
Leipzig,1001220.0,51.333333333333,12.383333333333,Germany,82800000.0
Leon,,,,,
Liaocheng,5789863.0,36.45,115.98333333333,People's Republic of China,1403500365.0
Liege,197885.0,50.633333333333,5.5666666666667,Belgium,11420163.0
Lille,1015744.0,50.6278,3.0583,France,67348000.0
Lima,12140000.0,-12.043333333333,-77.028333333333,Peru,32162184.0
Linyi,10039440.0,35.05,118.35,China,1403500365.0
Lisbon,505526.0,38.713888888889,-9.1394444444444,Portugal,10562178.0
Liuzhou,3758700.0,24.327,109.428,People's Republic of China,1403500365.0
Liverpool,491500.0,53.4,-2.9833333333333,,
Ljubljana,537712.0,46.055555555556,14.508333333333,Slovenia,2070050.0
London,9787426.0,51.507222222222,-0.1275,,
Long Beach,469450.0,33.768333333333,-118.19555555556,United States,327167434.0
Los angeles,3999759.0,34.05,-118.25,,
Luoyang,6549941.0,34.669722222222,112.44222222222,People's Republic of China,1403500365.0
Lyon,2265375.0,45.76,4.84,France,67348000.0
Maastricht,277721.0,50.85,5.6833333333333,Netherlands,17283008.0
Madrid,3182981.0,40.383333333333,-3.7166666666667,Spain,46710000.0
Maebashi,339701.0,36.3895,139.06341666667,Japan,126440000.0
Malaga,1628973.0,36.719444444444,-4.42,Spain,46710000.0
Manchester,545500.0,53.479444444444,-2.2452777777778,,
Manila,22710000.0,14.58,121.0,Philippines,100981437.0
Mannheim,2362046.0,49.488888888889,8.4691666666667,Germany,82800000.0
Manukau,,-36.983333333333,174.88333333333,,
Maoming,5817494.0,21.65,110.91666666667,People's Republic of China,1403500365.0
Marseille,1578484.0,43.2964,5.37,France,67348000.0
Mashhad,3372660.0,36.3,59.6,Iran,81672300.0
Matsuyama,516459.0,33.833333333333,132.76666666667,Japan,126440000.0
Medellin,3731447.0,6.2308333333333,-75.590555555556,Colombia,49996445.0
Melbourne,,-37.813611111111,144.96305555556,,
Memphis,,,,,
Merida,,,,,
Mesa,,,,,
Mexicali,1102342.0,32.663333333333,-115.46777777778,,
Mexico City,8918653.0,19.433333333333,-99.133333333333,Mexico,123675325.0
Miami,463347.0,25.775277777778,-80.208888888889,,
Mianyang,4613871.0,31.468,104.679,China,1403500365.0
Middlesbrough,,54.5767,-1.2355,,
Milan,1372810.0,45.466666666667,9.1833333333333,Italy,60483973.0
Milwaukee,595351.0,43.05,-87.95,United States,327167434.0
Minneapolis,422331.0,44.983333333333,-93.266666666667,United States,327167434.0
Minneapolis_StPaul_Metro_Test,,,,,
Minsk,1982444.0,53.9,27.566666666667,Belarus,9491800.0
Miyazaki,,,,,
Mokpo,494093.0,34.7589,126.38,South Korea,51446201.0
Mombasa,3000000.0,-4.05,39.666666666667,Kenya,49125325.0
Monterrey,4704929.0,25.666666666667,-100.3,Mexico,123675325.0
Montevideo,1947604.0,-34.883611111111,-56.181944444444,Uruguay,3480314.0
Montreal,3519595.0,45.508888888889,-73.561666666667,Canada,37067011.0
Moscow,,55.75,37.616666666667,Russia,146877088.0
Mumbai,12442373.0,18.975,72.825833333333,India,1324171354.0
Munich,2606021.0,48.133333333333,11.566666666667,Germany,82800000.0
Nagano,,,,,
Nagasaki,425723.0,32.783333333333,129.86666666667,Japan,126440000.0
Nagoya,9107414.0,35.183333333333,136.9,Japan,126440000.0
Naha,1179627.0,26.212222222222,127.67916666667,Japan,126440000.0
Nairobi,6547547.0,-1.2833333333333,36.816666666667,Kenya,49125325.0
Nanchang,5042565.0,28.683333333333,115.88333333333,People's Republic of China,1403500365.0
Nanjing,8335000.0,32.05,118.76666666667,People's Republic of China,1403500365.0
Nanning,6913800.0,22.816666666667,108.31666666667,China,1403500365.0
Nantes,633690.0,47.2181,-1.5528,France,67348000.0
Nantong,7282835.0,31.981,120.894,China,1403500365.0
Nanyang,,,,,
Naples,967068.0,40.845,14.258333333333,Italy,60483973.0
Nashville,1903045.0,36.166666666667,-86.783333333333,United States,327167434.0
New Haven,129934.0,41.31,-72.923611111111,United States,327167434.0
New York City,8622698.0,40.7127,-74.0059,United States,327167434.0
New_York_City_Metro_Test,,,,,
Newcastle,,,,,
Newcastle upon Tyne,1650000.0,54.966666666667,-1.6,,
Nezahualcoyotl,,,,,
Nice,1004826.0,43.7034,7.2663,France,67348000.0
Niigata,,,,,
Ningbo,7639000.0,29.869,121.554,China,1403500365.0
Nottingham,975800.0,52.95,-1.15,,
Nuremberg,763854.0,49.45,11.083333333333,Germany,82800000.0
Oakland,425195.0,37.804444444444,-122.27083333333,,
Oita,,,,,
Okayama,720841.0,34.65,133.91666666667,Japan,126440000.0
Ordos,,,,,
Orlando,280257.0,28.54,-81.38,United States,327167434.0
Osaka,19341976.0,34.693888888889,135.50222222222,Japan,126440000.0
Oshawa,379848.0,43.9,-78.85,Canada,37067011.0
Oslo,1000467.0,59.916666666667,10.733333333333,Norway,5323933.0
Ostrava,294200.0,49.835555555556,18.2925,Czech Republic,10610947.0
Otsu,341187.0,35.016666666667,135.85,Japan,126440000.0
Ottawa,964743.0,45.416666666667,-75.683333333333,Canada,37067011.0
Palermo,1300000.0,38.116666666667,13.366666666667,Italy,60483973.0
Paris,2206488.0,48.8567,2.3508,France,67348000.0
Perth,,-31.952222222222,115.85888888889,,
Philadelphia,1580863.0,39.952777777778,-75.163611111111,United States,327167434.0
Phoenix,,,,,
Pittsburgh,305704.0,40.439722222222,-79.976388888889,,
Pohang,516471.0,36.032222222222,129.365,South Korea,51446201.0
Port Elizabeth,1152915.0,-33.958055555556,25.6,South Africa,57725600.0
Portland,,,,,
Porto,237591.0,41.162141666667,-8.6219527777778,Portugal,10562178.0
Porto Alegre,4405769.0,-30.033055555556,-51.23,Brazil,210147125.0
Portsmouth,1547000.0,50.816666666667,-1.0833333333333,,
Prague,2619490.0,50.083333333333,14.416666666667,Czech Republic,10610947.0
Pretoria,2921488.0,-25.746111111111,28.188055555556,South Africa,57725600.0
Puebla,6168883.0,19.0,-97.883333333333,Mexico,123675325.0
Qingdao,9046200.0,36.0669,120.3827,China,1403500365.0
Quanzhou,8128533.0,24.907,118.587,People's Republic of China,1403500365.0
Quebec,8439925.0,53.0,-70.0,,
Queretaro,2038372.0,20.583333333333,-100.38333333333,Mexico,123675325.0
Quezon City,2936116.0,14.63,121.03,Philippines,100981437.0
Raleigh,464758.0,35.766666666667,-78.633333333333,United States,327167434.0
Recife,3743854.0,-8.05,-34.9,Brazil,210147125.0
Regina,,,,,
Riga,939325.0,56.948888888889,24.106388888889,Latvia,2070371.0
Rio de Janeiro,11616000.0,-22.908333333333,-43.196388888889,Brazil,210147125.0
Riyadh,7676654.0,24.633333333333,46.716666666667,Saudi Arabia,33000000.0
Rome,2868782.0,41.9,12.5,Italy,60483973.0
Rotterdam,1015215.0,51.916666666667,4.5,Netherlands,17283008.0
s-Hertogenbosch,169714.0,51.683333333333,5.3,Netherlands,17283008.0
Saarbrucken,329593.0,49.233333333333,7.0,Germany,82800000.0
Sacramento,501901.0,38.555555555556,-121.46888888889,United States,327167434.0
Salvador,,,,,
San antonio,2473974.0,29.416666666667,-98.5,United States,327167434.0
San Bernardino,216995.0,34.1,-117.3,,
San Diego,1419516.0,32.715,-117.1625,United States,327167434.0
San Francisco,884363.0,37.783333333333,-122.41666666667,United States,327167434.0
San Jose,,,,,
San jose,,,,,
San Luis Potosi,2717820.0,22.6,-100.43333333333,Mexico,123675325.0
Santa Cruz,,,,,
Santiago,6310000.0,-33.45,-70.666666666667,,
Santiago de Queretaro,1097025.0,20.5875,-100.39277777778,Mexico,123675325.0
Santo Domingo,2908607.0,18.466666666667,-69.95,Dominican Republic,10735896.0
Sao Bernardo do Campo,816925.0,-23.7,-46.55,Brazil,210147125.0
Sao Paulo,12176866.0,-23.55,-46.633333333333,Brazil,210147125.0
Sapporo,1947097.0,43.066666666667,141.35,Japan,126440000.0
Saskatoon,295095.0,52.133333333333,-106.68333333333,,
Seattle,730400.0,47.609722222222,-122.33305555556,,
Seattle_Metro_Test,,,,,
Sendai,1086012.0,38.268222222222,140.86941666667,Japan,126440000.0
Seongnam,994271.0,37.433333333333,127.15,South Korea,51446201.0
Seoul,25600000.0,37.566666666667,126.96666666667,,
Seville,703021.0,37.39,-5.99,Spain,46710000.0
SF_Bay_Area_Test,,,,,
Shanghai,24183300.0,31.228611111111,121.47472222222,China,1403500365.0
Shaoxing,4912239.0,30.0,120.58333333333,China,1403500365.0
Sharjah,1400000.0,25.3575,55.390833333333,,
Sheffield,685368.0,53.383333333333,-1.4666666666667,,
Shenyang,8294171.0,41.8,123.4,People's Republic of China,1403500365.0
Shenzhen,12905000.0,22.55,114.1,People's Republic of China,1403500365.0
Shijiazhuang,10784600.0,38.043611111111,114.49833333333,China,1403500365.0
Shizuoka,,,,,
Singapore,5638700.0,1.3,103.8,,
Sofia,1549659.0,42.7,23.33,Bulgaria,7050034.0
Southampton,253651.0,50.9,-1.4,,
Southend-on-Sea,181800.0,51.53789,0.71377,UK,66040229.0
St louis,319294.0,38.627222222222,-90.197777777778,United States,327167434.0
St Petersburg,,59.9375,30.308611111111,Russia,146877088.0
Stockholm,960031.0,59.329444444444,18.068611111111,Sweden,10215250.0
Stoke,,,,,
Strasbourg,456759.0,48.58,7.75,France,67348000.0
Stuttgart,2735425.0,48.783333333333,9.1833333333333,Germany,82800000.0
Sunderland,,54.9061,-1.38113,,
Suwon,1170878.0,37.266666666667,127.01666666667,South Korea,51446201.0
Suzhou,10658000.0,31.3,120.6,China,1403500365.0
Sydney,,-33.865,151.20944444444,,
Taian,,,,,
Taichung,2797223.0,24.15,120.66666666667,Taiwan,23577271.0
Tainan,1885252.0,22.983333333333,120.18333333333,Taiwan,23577271.0
Taipei,2674063.0,25.066666666667,121.51666666667,Taiwan,23577271.0
Taiyuan,4201591.0,37.869444444444,112.56027777778,People's Republic of China,1403500365.0
Taizhou,,,,,
Takamatsu,,,,,
Tampa,385430.0,27.968055555556,-82.476388888889,United States,327167434.0
Tangshan,7536521.0,39.631,118.18,China,1403500365.0
Tehran,15232564.0,35.689166666667,51.388888888889,Iran,81672300.0
Tel Aviv-Yafo,443939.0,32.066666666667,34.783333333333,Israel,8967190.0
Thane,1886941.0,19.172431,72.957019,India,1324171354.0
The Hague,657894.0,52.083333333333,4.3166666666667,Netherlands,17283008.0
Thessaloniki,788952.0,40.65,22.9,Greece,10816286.0
Tianjin,15568700.0,39.133333333333,117.18333333333,People's Republic of China,1403500365.0
Tijuana,1840710.0,32.525,-117.03333333333,Mexico,123675325.0
Tlalnepantla de Baz,664225.0,19.536666666667,-99.194722222222,Mexico,123675325.0
Tokushima,751969.0,34.033333333333,134.43333333333,Japan,126440000.0
Tokyo,38140000.0,35.683333333333,139.68333333333,Japan,126440000.0
Toluca,819561.0,19.2925,-99.656944444444,,
Toronto,5132794.0,43.7,-79.4,Canada,37067011.0
Torreon,1497734.0,25.539444444444,-103.44861111111,Mexico,123675325.0
Toulouse,948433.0,43.6045,1.444,France,67348000.0
Toyama,,,,,
Tsu,,,,,
Turin,878074.0,45.079166666667,7.6761111111111,Italy,60483973.0
Ufa,1121429.0,54.733333333333,56.0,Russia,146877088.0
Ulsan,1163690.0,35.55,129.31666666667,South Korea,51446201.0
Urumqi,3550000.0,43.825,87.6,People's Republic of China,1403500365.0
Utrecht,489734.0,52.083333333333,5.1166666666667,Netherlands,17283008.0
Utsunomiya,519461.0,36.555111111111,139.88255555556,Japan,126440000.0
Valencia,1570000.0,39.466666666667,-0.375,,
Vancouver,2264823.0,49.25,-123.1,Canada,37067011.0
Venice,260897.0,45.4375,12.335833333333,Italy,60483973.0
Vereeniging,99787.0,-26.673611111111,27.931944444444,South Africa,57725600.0
Victoria,,,,,
Vienna,1899055.0,48.2,16.366666666667,Austria,8857960.0
Vilnius,536631.0,54.683333333333,25.283333333333,Lithuania,2795674.0
Virginia Beach,1212000.0,36.8506,-75.9779,United States,327167434.0
Wakayama,,,,,
Warsaw,1764615.0,52.233333333333,21.016666666667,Poland,38433600.0
Washington,,,,,
Weifang,9086241.0,36.716666666667,119.1,People's Republic of China,1403500365.0
Weihai,2804801.0,37.513,122.121,China,1403500365.0
Wellington,422700.0,-41.288888888889,174.77722222222,New Zealand,4929060.0
Wenzhou,9122102.0,28.0,120.7,People's Republic of China,1403500365.0
Wiesbaden,278654.0,50.0825,8.24,Germany,82800000.0
Windsor,,,,,
Winnipeg,705244.0,49.899444444444,-97.139166666667,Canada,37067011.0
Wonju,310854.0,37.341666666667,127.92083333333,South Korea,51446201.0
Wuhan,10607700.0,30.583333333333,114.28333333333,People's Republic of China,1403500365.0
Wuhu,3696000.0,31.37,118.3925,China,1403500365.0
Wuppertal,608000.0,51.266666666667,7.1833333333333,Germany,82800000.0
Wuxi,6553000.0,31.566666666667,120.3,China,1403500365.0
Xi'an,12000600.0,34.265,108.954,China,1403500365.0
Xiamen,5114758.0,24.479836111111,118.08941944444,China,1403500365.0
Xiangyang,5500307.0,32.01,112.122,China,1403500365.0
Xining,2208708.0,36.637,101.763,China,1403500365.0
Xuzhou,8577225.0,34.26,117.21,China,1403500365.0
Yancheng,7260240.0,33.383333333333,120.11666666667,People's Republic of China,1403500365.0
Yangzhou,4459760.0,32.4,119.41666666667,China,1403500365.0
Yantai,6968202.0,37.541,121.394,China,1403500365.0
Yeosu,295538.0,34.733333333333,127.73333333333,South Korea,51446201.0
Yichang,4059686.0,30.692,111.287,China,1403500365.0
Yinchuan,2570000.0,38.466666666667,106.26666666667,China,1403500365.0
Yiwu,1234015.0,29.306944444444,120.07527777778,China,1403500365.0
Yokohama,3732616.0,35.444166666667,139.63805555556,Japan,126440000.0
Yueyang,5477911.0,29.366666666667,113.1,People's Republic of China,1403500365.0
Yulin,,,,,
Zagreb,810003.0,45.816666666667,15.983333333333,Croatia,4284889.0
Zamboanga,,,,,
Zapopan,1155790.0,20.716666666667,-103.4,Mexico,123675325.0
Zaragoza,664938.0,41.65,-0.88333333333333,Spain,46710000.0
Zhangjiagang,1246762.0,31.8767,120.556,People's Republic of China,1403500365.0
Zhangzhou,4809983.0,24.516666666667,117.65,People's Republic of China,1403500365.0
Zhanjiang,6994832.0,21.27,110.357,China,1403500365.0
Zhaotong,5459000.0,27.338,103.717,People's Republic of China,1403500365.0
Zhengzhou,9568000.0,34.764,113.684,People's Republic of China,1403500365.0
Zhenjiang,3113384.0,32.188,119.424,China,1403500365.0
Zhongshan,3142300.0,22.517,113.393,China,1403500365.0
Zhuhai,1562530.0,22.276944444444,113.56777777778,China,1403500365.0
Zibo,4530597.0,36.783333333333,118.05,People's Republic of China,1403500365.0
Zurich,409241.0,47.366666666667,8.55,,
Zwolle,125806.0,52.516666666667,6.1,Netherlands,17283008.0
